70,70,1,1678,6890,22.1,0.05,14.27
71,71,1,1671,6890,21.6,0.044,10.72
72,72,1,1664,6890,21.2,0.061,14.7
73,73,1,1656,6890,21.6,0.036,8.9
74,74,1,1652,6890,22.2,0.052,11.2
75,75,1,1643,6890,20.4,0.008,6.13
76,76,1,1633,6890,21.4,0.023,6.52
77,77,1,1625,6890,15.6,0.034,9.44
78,78,1,1618,6890,13.5,0.035,25.07
79,79,1,1608,6890,13.9,0.103,21.24
80,80,1,1597,6890,15.2,0.071,12.19
81,81,1,1582,6890,19.5,0.025,10.22
82,82,1,1566,6890,22,0.029,4.7
83,83,1,1558,6890,14.8,0.011,3.44
84,84,1,1550,6890,17.4,0.125,6.77
85,85,1,1540,6890,19.1,0.023,10
86,86,1,1533,6890,19.2,0.013,8.17
87,87,1,1523,6890,20.1,0.017,12.51
88,88,1,1510,6890,18.7,0.025,5.1
89,89,1,1497,6890,18.1,0.031,8.15
90,90,1,1485,6890,15.5,0.026,5.92
91,91,1,1476,6890,14.4,0.033,5.9
92,92,1,1469,6890,18.1,0.013,4.7
93,93,1,1452,6890,14.3,0.034,6.85
94,94,1,1444,6890,17.3,0.034,7.72
95,95,1,1434,6890,25.5,0.02,7.35
96,96,1,1424,6890,23.2,0.018,5.48
97,97,1,1415,6890,29.5,0.035,6.91
98,98,1,1379,6890,24.6,0.01,6.39
99,99,1,1368,6890,22.2,0.012,4.18
100,100,1,1359,6890,15,0.01,4.34
101,101,1,1345,6890,17.3,0.015,11.82
102,102,1,1336,6890,17.8,0.03,8.06
103,103,1,1328,6890,20,0.021,11.98
104,104,1,1318,6890,15.3,0.015,11.87
105,105,1,1309,6890,17.2,0.029,8.17
106,106,1,1280,6890,14.3,0.01,4.35
107,107,1,1272,6890,13.7,0.009,9.17
108,108,1,1253,6890,15.9,0.013,6.25
109,109,1,1247,6890,15.8,0.021,7.73
110,110,1,1233,6890,12.2,0.004,1.83
111,111,1,1225,6890,12.5,0.023,5.78
112,112,1,1215,6890,15.5,0.019,9.35
113,113,1,1206,6890,14.8,0.014,5.46
114,114,1,1181,6890,10.7,0.018,2.93
115,115,1,1170,6890,9.5,0.014,4.82
116,116,1,1154,6890,7.1,0.016,3.11
117,117,1,1133,6890,8.4,0.003,3.5
118,118,1,1119,6890,10.3,0.007,2.92
119,119,1,1102,6890,9.4,0.011,1.22
120,120,1,1079,6890,8.7,0.008,3.83
121,121,1,1063,6890,7.8,0.025,5.62
122,122,1,1042,6890,9,0.006,6.34
123,123,1,1026,6890,9.5,0.01,17.56
124,124,1,1018,6890,9.6,0.016,6.29
125,125,1,994,6890,11.5,0.009,2.02
126,126,1,981,6890,11.1,0.014,2.94
127,127,1,965,6890,9.1,0.006,1.74
128,128,1,954,6890,10.5,0.006,4.86
129,129,1,947,6890,12.5,0.034,8.43
130,130,1,934,6890,11.8,0.026,10.64
131,131,1,925,6890,14.4,0.048,11.55
132,132,1,1995,6650,11.2,0.075,5.45
133,133,1,1985,6650,8.3,0.111,7.91
134,134,1,1974,6650,9,0.19,21.18
135,135,1,1963,6650,13.9,0.078,5.99
136,136,1,1955,6650,10.6,0.098,7.88
137,137,1,1945,6650,13.3,0.056,5.26
138,138,1,1935,6650,16.2,0.034,4.53
139,139,1,1926,6650,17.2,0.061,7.28
140,140,1,1915,6650,11.4,0.058,7.39
141,141,1,1905,6650,10.9,0.031,5.32
142,142,1,1897,6650,11.5,0.033,4.72
143,143,1,1885,6650,12.8,0.06,8.1
144,144,1,1845,6650,7.4,0.059,4.19
145,145,1,1835,6650,8.3,0.035,3.32
146,146,1,1813,6650,14.2,0.075,5.19
147,147,1,1803,6650,11.7,0.037,3.46
148,148,1,1793,6650,10.8,0.04,5.08
149,149,1,1783,6650,13.2,0.02,1.74
150,150,1,1774,6650,15.7,0.038,3.47
151,151,1,1766,6650,12.1,0.056,4.44
152,152,1,1753,6650,14.5,0.037,4.73
153,153,1,1743,6650,13.5,0.075,6.42
154,154,1,1735,6650,15,0.082,9.69
155,155,1,1725,6650,14,0.059,6.6
156,156,1,1716,6650,12.2,0.032,4.87
157,157,1,1695,6650,11.3,0.045,5.68
158,158,1,1685,6650,12.7,0.046,5.91
159,159,1,1675,6650,11.8,0.041,4.91
160,160,1,1665,6650,12.8,0.035,3.52
161,161,1,1656,6650,15,0.028,3.17
162,162,1,1645,6650,17.6,0.059,5.78
163,163,1,1626,6650,22.6,0.032,5.14
164,164,1,1600,6650,21.4,0.029,3.73
165,165,1,1578,6650,28.9,0.022,6.34
166,166,1,1568,6650,19.9,0.029,4.31
167,167,1,1548,6650,23.4,0.035,4.15
168,168,1,1535,6650,25.2,0.036,4.44
169,169,1,1525,6650,22.8,0.012,2.86
170,170,1,1515,6650,15.6,0.063,5.55
171,171,1,1505,6650,19.9,0.039,5.2
172,172,1,1494,6650,18.3,0.045,3.45
173,173,1,1484,6650,12.7,0.02,2.91
174,174,1,1474,6650,7.6,0.016,5.77
175,175,1,1464,6650,10.4,0.032,3.41
176,176,1,1454,6650,8,0.028,3.78
177,177,1,1444,6650,9.9,0.013,0.81
178,178,1,1433,6650,2.6,0.05,4.95
179,179,1,1424,6650,2.6,0.05,4.12
180,180,1,1414,6650,4.8,0.05,4.24
181,181,1,1409,6650,3.7,0.014,3.66
182,182,1,1378,6650,7.7,0.008,0.9
183,183,1,1369,6650,16.2,0.013,1.21
184,184,1,1360,6650,6.2,0.02,1.09
185,185,1,1351,6650,3.3,0.012,2.6
186,186,2,2005,6650,6.5,0.183,11.22
187,187,2,2015,6650,12,0.065,4.78
188,188,2,2025,6650,10.2,0.102,8.51
189,189,2,2035,6650,6,0.144,12.74
190,190,2,2046,6650,10.6,0.09,8.7
191,191,2,2055,6650,7.7,0.083,8.72
192,192,2,2065,6650,6,0.118,11.78
193,193,2,2075,6650,8.2,0.086,7.44
194,194,2,2085,6650,9.5,0.121,14.3
195,195,2,2095,6650,8.3,0.08,7.76
196,196,2,2105,6650,8,0.04,4.53
197,197,2,2115,6650,13,0.023,2.72
198,198,2,2125,6650,7.5,0.045,3.56
199,199,2,2135,6650,8,0.088,9.55
200,200,2,2145,6650,9.6,0.087,13.36
201,201,2,2155,6650,11.5,0.14,12.18
202,202,2,2165,6650,11.5,0.134,12
203,203,2,2175,6650,11.4,0.095,11.86
204,204,2,2187,6650,9.6,0.097,10.98
205,205,2,2197,6650,8.9,0.115,18.95
206,206,2,2205,6650,7.1,0.174,20.81
207,207,2,2215,6650,6.8,0.133,11.89
208,208,2,2225,6650,7.7,0.108,11.82
209,209,2,2235,6650,8.1,0.14,17.26
210,210,2,2246,6650,8,0.1,10.19
211,211,2,2256,6650,11.8,0.08,10.43
212,212,2,2265,6650,6.7,0.116,14.6
213,213,2,2275,6650,12.5,0.074,9.4
214,214,2,2285,6650,6.7,0.144,23.38
215,215,2,2295,6650,8,0.126,9.34
216,216,2,2305,6650,10.3,0.113,9.98
217,217,2,2315,6650,4.7,0.124,16.56
218,218,2,2325,6650,11.3,0.201,11.98
219,219,2,2335,6650,6.5,0.098,11.06
220,220,2,2345,6650,2.3,0.068,13.78
221,221,2,2355,6650,1.1,0.034,3.44
222,222,2,2365,6650,2.9,0.04,3.1
223,223,2,2375,6650,2.2,0.072,5.82
224,224,2,2384,6650,1.8,0.036,4.54
225,225,2,2010,6770,12.1,0.102,10.09
226,226,2,2020,6770,12,0.115,10.89
227,227,2,2030,6770,8.8,0.099,13.67
228,228,2,2040,6770,15.2,0.126,10.19
229,229,2,2049,6770,15.1,0.094,10.19
230,230,2,2059,6770,11.7,0.117,22.3
231,231,2,2070,6770,10.7,0.065,7.38
232,232,2,2080,6770,10.7,0.103,12.25
233,233,2,2090,6770,9.5,0.115,13.57
234,234,2,2100,6770,6.7,0.152,14.68
235,235,2,2110,6770,6.8,0.089,11.15
236,236,2,2120,6770,7.6,0.138,14.88
237,237,2,2133,6770,7.6,0.092,11.05
238,238,2,2142,6770,6.8,0.104,8.1
239,239,2,2153,6770,5.1,0.11,9.84
240,240,2,2162,6770,8.3,0.104,10.53
241,241,2,2171,6770,6.5,0.063,10.64
242,242,2,2180,6770,10.8,0.103,10.03
243,243,2,2190,6770,13.2,0.05,5.98
244,244,2,2205,6770,8.5,0.066,11.06
245,245,2,2216,6770,8.9,0.073,8.7
246,246,2,2224,6770,6.2,0.082,8.74
247,247,2,2233,6770,9,0.055,5.78
248,248,2,2243,6770,7.7,0.102,11.92
249,249,2,2253,6770,8.5,0.129,13.03
250,250,2,2262,6770,10.2,0.08,9.12
251,251,2,2274,6770,6.8,0.156,15.7
252,252,2,2286,6770,10.9,0.075,8.3
253,253,2,2293,6770,16.1,0.046,5.93
254,254,2,2305,6770,21.9,0.048,10.01
255,255,2,2310,6770,7.4,0.04,11.42
256,256,2,2319,6770,14.5,0.078,8.61
257,257,2,2327,6770,7.2,0.08,10.28
258,258,2,2337,6770,6.9,0.077,11.99
259,259,2,2347,6770,6.7,0.073,10.66
260,260,2,2356,6770,8,0.13,15.57
261,261,2,2365,6770,8.5,0.111,17.37
262,262,2,2377,6770,9.8,0.088,10.86
263,263,2,2387,6770,10.4,0.1,7.86
264,264,2,2397,6770,9.3,0.093,8.56
265,265,2,2405,6770,10.3,0.088,21.97
266,266,2,2415,6770,11.5,0.07,14.21
267,267,2,2425,6770,9,0.052,5.74
268,268,2,2437,6770,4.9,0.105,10.36
269,269,2,2445,6770,11.1,0.056,4.3
270,270,2,2455,6770,9,0.194,14.02
271,271,2,2465,6770,9.7,0.108,8.67
272,272,2,2474,6770,5,0.12,7.46
273,273,2,2483,6770,6,0.068,4.36
274,274,2,2494,6770,4.7,0.056,4.6
275,275,2,2005,6890,51.5,0.032,5
276,276,2,2020,6890,20,0.011,6.04
277,277,2,2029,6890,16.3,0.038,7.75
278,278,2,2037,6890,21.9,0.025,13.96
279,279,2,2050,6890,19.5,0.035,16.04
280,280,2,2060,6890,20,0.018,18.13
281,281,2,2080,6890,33,0.025,12.29
282,282,2,2094,6890,33,0.031,11.94
283,283,2,2105,6890,32.3,0.023,10.31
284,284,2,2126,6890,39.3,0.023,8.58
285,285,2,2157,6890,25.7,0.016,5.85
286,286,2,2170,6890,20,0.016,5.59
287,287,2,2180,6890,23.2,0.016,3.7
288,288,2,2200,6890,20.1,0.016,8.13
289,289,2,2210,6890,26.7,0.053,10.45
290,290,2,2220,6890,23.7,0.042,8.86
291,291,2,2245,6890,25.1,0.032,11.4
292,292,2,2257,6890,36,0.028,8.58
293,293,2,2267,6890,36,0.025,13.06
294,294,2,2277,6890,35.2,0.031,12.12
295,295,2,2283,6890,36.8,0.022,4.87
296,296,2,2300,6890,15.6,0.013,6.03
297,297,2,2310,6890,13,0.035,8.14
298,298,2,2325,6890,13.1,0.028,9.77
299,299,2,2336,6890,17.9,0.027,12.06
300,300,2,2352,6890,18.9,0.063,10.13
301,301,2,2366,6890,17.7,0.021,5.58
302,302,2,2391,6890,13.1,0.071,8.08
303,303,2,2400,6890,16.2,0.043,12.91
304,304,2,2410,6890,17.9,0.042,4.53
305,305,2,2420,6890,12.7,0.005,6.96
306,306,2,2427,6890,9.3,0.035,8.29
307,307,2,2435,6890,8.3,0.086,9.89
308,308,2,2442,6890,10.1,0.018,10.19
309,309,2,2451,6890,9.9,0.08,13.44
310,310,2,2461,6890,6.7,0.024,13.7
311,311,2,2471,6890,4.9,0.087,9.93
312,312,2,2479,6890,6.1,0.071,18.43
313,313,2,2500,6890,5.4,0.012,6.64
314,314,2,2005,7000,37.7,0.099,7.99
315,315,2,2020,7000,42.9,0.034,9.92
316,316,2,2027,7000,42.8,0.035,10.12
317,317,2,2035,7000,44.8,0.033,10.53
318,318,2,2041,7000,43.7,0.043,6.07
319,319,2,2053,7000,42.1,0.049,8.18
320,320,2,2060,7000,41,0.053,7.28
321,321,2,2071,7000,41.2,0.052,6.78
322,322,2,2079,7000,44.1,0.04,5.97
323,323,2,2091,7000,42.2,0.043,6.19
324,324,2,2105,7000,34.6,0.031,17.09
325,325,2,2111,7000,36.1,0.03,12.75
326,326,2,2123,7000,42.6,0.027,11.24
327,327,2,2132,7000,35.7,0.048,9.75
328,328,2,2143,7000,34.8,0.049,10.13
329,329,2,2150,7000,36.4,0.026,9.14
330,330,2,2157,7000,36.8,0.027,9.83
331,331,2,2166,7000,37,0.049,10.15
332,332,2,2176,7000,37.9,0.045,10.51
333,333,2,2185,7000,34.2,0.038,9.97
334,334,2,2194,7000,35,0.041,10.36
335,335,2,2204,7000,29.3,0.042,10.9
336,336,2,2215,7000,29.1,0.043,9.35
337,337,2,2221,7000,29.9,0.051,16.8
338,338,2,2233,7000,29,0.045,13
339,339,2,2244,7000,29,0.015,7.57
340,340,2,2250,7000,28.2,0.017,8.34
341,341,2,2255,7000,27,0.034,10.73
342,342,2,2265,7000,24,0.042,8.55
343,343,2,2272,7000,19.9,0.053,15.36
344,344,2,2284,7000,20.2,0.036,14.55
345,345,2,2291,7000,20.5,0.039,12.34
346,346,2,2306,7000,17.8,0.022,16.33
347,347,2,2317,7000,17.2,0.029,11.29
348,348,2,2324,7000,17.8,0.045,9.28
349,349,2,2336,7000,18.7,0.045,10.43
350,350,2,2351,7000,17,0.072,12.5
351,351,2,2361,7000,13.2,0.098,10.89
352,352,2,2369,7000,15.3,0.052,8.54
353,353,2,2381,7000,15.2,0.048,13.69
354,354,2,2394,7000,18,0.09,11.35
355,355,2,2403,7000,19.2,0.036,10.53
356,356,2,2411,7000,17.3,0.043,5.81
357,357,2,2422,7000,18.1,0.031,16.38
358,358,2,2429,7000,18.4,0.033,7.9
359,359,2,2437,7000,17.7,0.036,8.83
360,360,2,2442,7000,17.6,0.029,18.23
361,361,2,2454,7000,13.5,0.019,22.16
362,362,2,2462,7000,15.3,0.028,19.82
363,363,2,2471,7000,11.1,0.073,35.02
364,364,2,2478,7000,12.1,0.058,22.68
365,365,2,2483,7000,6.1,0.03,14.01
366,366,2,2492,7000,6.4,0.076,13.61
367,367,2,2505,7000,7.8,0.012,17.49
368,368,2,2513,7000,9,0.011,16.51
369,369,2,2523,7000,7.7,0.035,19.87
370,370,2,2530,7000,4.6,0.033,24.32
371,371,2,2540,7000,7.3,0.019,9.56
372,372,2,2549,7000,4,0.02,15.6
373,373,2,2557,7000,2.2,0.024,25.79
374,374,1,1990,6770,10.9,0.082,8.79
375,375,1,1980,6770,10.8,0.129,11.51
376,376,1,1970,6770,10.8,0.15,12.6
377,377,1,1960,6770,9,0.088,6.97
378,378,1,1950,6770,9.4,0.093,6.66
379,379,1,1941,6770,9.3,0.05,6.16
380,380,1,1930,6770,15.8,0.041,5.26
381,381,1,1911,6770,12.6,0.06,4.94
382,382,1,1890,6770,10.7,0.039,4.29
383,383,1,1875,6770,8.6,0.048,4.69
384,384,1,1848,6770,12.4,0.035,2.55
385,385,1,1828,6770,14.8,0.019,2.29
386,386,1,1813,6770,16.6,0.026,5.03
387,387,1,1789,6770,19.6,0.026,4.51
388,388,1,1767,6770,13.6,0.043,6.25
389,389,1,1761,6770,15.1,0.025,4.83
390,390,1,1744,6770,12.1,0.029,6.76
391,391,1,1736,6770,18.7,0.025,6.7
392,392,1,1727,6770,15.5,0.014,6.67
393,393,1,1716,6770,15.8,0.02,5.37
394,394,1,1711,6770,13.7,0.029,6.49
395,395,1,1704,6770,15.8,0.016,5.82
396,396,1,1687,6770,16.4,0.007,4.47
397,397,1,1668,6770,14.4,0.014,6.25
398,398,1,1637,6770,10.5,0.007,3.37
399,399,1,1624,6770,13.3,0.012,8.85
400,400,1,1613,6770,14.5,0.031,5.4
401,401,1,1600,6770,15.4,0.023,5.25
402,402,1,1589,6770,18.8,0.035,7.49
403,403,1,1573,6770,15.3,0.017,7.17
404,404,1,1566,6770,13.3,0.027,5.63
405,405,1,1555,6770,14.7,0.021,4.69
406,406,1,1544,6770,10.9,0.022,5.57
407,407,1,1535,6770,12.7,0.021,3.38
408,408,1,1519,6770,12.2,0.022,6.67
409,409,1,1503,6770,11.3,0.02,6.28
410,410,1,1472,6770,12,0.013,7.74
411,411,1,1459,6770,13.9,0.03,3.85
412,412,1,1449,6770,13.8,0.02,4.13
413,413,1,1405,6770,17.5,0.018,4.38
414,414,1,1390,6770,14.8,0.01,2.29
415,415,1,1380,6770,15.8,0.022,3.99
416,416,1,1363,6770,12.1,0.031,6.46
417,417,1,1349,6770,6.6,0.023,4.6
418,418,1,1311,6770,10.7,0.024,2.57
419,419,1,1304,6770,13,0.032,1.63
420,420,1,1296,6770,10,0.003,2.25
421,421,1,1281,6770,14.4,0.002,0.85
422,422,1,1273,6770,15.2,0.002,1.22
423,423,1,1263,6770,16.7,0.012,1.77
424,424,1,1246,6770,12.8,0.012,2.45
425,425,1,1242,6770,13.6,0.015,4.03
426,426,1,1222,6770,15.1,0.013,6.52
427,427,1,1212,6770,17.1,0.018,5.28
428,428,1,1197,6770,24.5,0.015,4.68
