    61        13SP  2    1728   221    24    24     1
    62        13SP  2    1730   202    26    88     1
    63        13SP  2    1733   238    23    24     1
    64        13SP  2    1737   164    29    23     1
    65        13SP  2    1740   222    20   101     1
    66        13SP  2    1742   238    30    64     1
    67        13SP  2    1742   202    18    10     1
    68        13SP  2    1746   182    19    77     1
    69        13SP  2    1747   163    24    51     1
    70        13SP  2    1750   222    18    10     1
    71        13SP  2    1751   202    16    10     1
    72        13SP  2    1755   163    22   106     1
    73        13SP  2    1757   238    36    80     1
    74        13SP  2    1757   222    15    12     1
    75        13SP  2    1758   202    19    45     1
    76        13SP  2    1763   163    29    78     1
    77        13SP  2    1765   181    20    20     1
    78        13SP  2    1765   222    20    14     1
    79        13SP  2    1765   202    18    28     1
    80        13SP  2    1769   238    43   134     1
    81        13SP  2    1770   164    37   114     1
    82        13SP  2    1776   181    32    43     1
    83        13SP  2    1776   237    34    97     1
    84        13SP  2    1777   163    50    42     1
    85        13SP  2    1777   222    33   105     1
    86        13SP  2    1702   163    23    81     1
    87        13SP  2    1782   216    22   491     1
    88        13SP  2    1782   202    32    14     1
    89        13SP  2    1786   181    30    97     1
    90        13SP  2    1787   223    32    84     1
    91        13SP  2    1788   163    30    68     1
    92        13SP  2    1789   235    40   102     1
    93        13SP  2    1793   180    43   160     1
    94        13SP  2    1794   223    27    58     1
    95        13SP  2    1797   235    50   281     1
    96        13SP  2    1798   163    25     7     1
    97        13SP  2    1799   202    32    60     1
    98        13SP  2    1801   180    30    32     1
    99        13SP  2    1804   222    26   158     1
   100        13SP  2    1806   180    43    40     1
   101        13SP  2    1810   202    26     5     1
   102        13SP  2    1812   180    35    17     1
   103        13SP  2    1815   163    28     4     1
   104        13SP  2    1818   180    42    96     1
   105        13SP  2    1819   222    24    92     1
   106        13SP  2    1821   201    50    20     1
   107        13SP  2    1824   163    35     7     1
   108        13SP  2    1826   242    23    50     1
   109        13SP  2    1829   201    36    19     1
   110        13SP  2    1832   180    27     9     1
   111        13SP  2    1836   222    20    51     1
   112        13SP  2    1836   201    20    21     1
   113        13SP  2    1838   242    42    32     1
   114        13SP  2    1841   180    34    19     1
   115        13SP  2    1843   163    44    18     1
   116        13SP  2    1844   201    17    14     1
   117        13SP  2    1845   222    29     4     1
   118        13SP  2    1849   200    22    58     1
   119        13SP  2    1849   239    24    45     1
   120        13SP  2    1851   161    45    25     1
   121        13SP  2    1855   222    14    33     1
   122        13SP  2    1856   179    35    16     1
   123        13SP  2    1856   200    33    66     1
   124        13SP  2    1860   161    30    21     1
   125        13SP  2    1863   238    20    50     1
   126        13SP  2    1866   222    18    40     1
   127        13SP  2    1866   161    28    60     1
   128        13SP  2    1868   199    18   115     1
   129        13SP  2    1871   236    30    61     1
   130        13SP  2    1874   223    17    20     1
   131        13SP  2    1876   180    11    38     1
   132        13SP  2    1881   222    13     9     1
   133        13SP  2    1885   200    16     9     1
   134        13SP  2    1885   177    27    52     1
   135        13SP  2    1886   221    15    48     1
   136        13SP  2    1887   151     4    28     1
   137        13SP  2    1891   235    36    90     1
   138        13SP  2    1892   178    26    63     1
   139        13SP  2    1893   201    21     8     1
   140        13SP  2    1894   222    10    28     1
   141        13SP  2    1896   234    16    86     1
   142        13SP  2    1898   177    35    25     1
   143        13SP  2    1907   236    25    82     1
   144        13SP  2    1908   222    31    17     1
   145        13SP  2    1909   170    24    28     1
   146        13SP  2    1911   200    22    10     1
   147        13SP  2    1915   237    22   136     1
   148        13SP  2    1924   198    12     4     1
   149        13SP  2    1924   221    16    44     1
   150        13SP  2    1925   237    23    95     1
   151        12SP  2    1385   209     6    18     2
   152        12SP  2    1397   292     2   341     2
   153        12SP  2    1407   290    12   145     2
   154        12SP  2    1414   323     6    13     2
   155        12SP  2    1416   290    21   212     2
   156        12SP  2    1421   316    18    78     2
   157        12SP  2    1423   308     8   107     2
   158        12SP  2    1429   289    11   110     2
   159        12SP  2    1432   340    12    03     2
   160        12SP  2    1435   307     5   340     2
   161        12SP  2    1445   323    15    11     2
   162        12SP  2    1449   307    12    10     2
   163        12SP  2    1449   337    13    10     2
   164        12SP  2    1450   288    13     6     2
   165        12SP  2    1453   351    24    40     2
   166        12SP  2    1457   287    27    68     2
   167        12SP  2    1458   306     9    30     2
   168        12SP  2    1459   322    26    13     2
   169        12SP  2    1471   353    22    34     2
   170        12SP  2    1472   341    22    34     2
   171        12SP  2    1474   306    16     5     2
   172        12SP  2    1474   321    14    55     2
   173        12SP  2    1475   286    38    65     2
   174        12SP  2    1404   287     8    10     2
   175        12SP  2    1485   304    20    76     2
   176        12SP  2    1487   321    17    40     2
   177        12SP  2    1487   340    16    54     2
   178        12SP  2    1490   354    14    54     2
   179        12SP  2    1497   286    11   362     2
   180        12SP  2    1501   321    23    47     2
   181        12SP  2    1502   304    20   320     2
   182        12SP  2    1505   340    21   165     2
   183        12SP  2    1506   354    17    15     2
   184        12SP  2    1511   321    13   200     2
   185        12SP  2    1513   206     9    12     2
   186        12SP  2    1515   302    20    33     2
   187        12SP  2    1515   339    35    32     2
   188        12SP  2    1522   285    12   135     2
   189        12SP  2    1526   339    19    11     2
   190        12SP  2    1528   321    17    75     2
   191        12SP  2    1529   285    12    97     2
   192        12SP  2    1530   303    14    45     2
   193        12SP  2    1532   354    21    70     2
   194        12SP  2    1536   338    24    70     2
   195        12SP  2    1538   284    12    21     2
   196        12SP  2    1542   354    25   115     2
   197        12SP  2    1543   284    12    35     2
   198        12SP  2    1544   302    11    10     2
   199        12SP  2    1547   320    18   243     2
   200        12SP  2    1550   354    18     9     2
   201        12SP  2    1551   338    17   172     2
   202        12SP  2    1552   301    20    50     2
   203        12SP  2    1559   353    18    24     2
   204        12SP  2    1562   302    22   156     2
   205        12SP  2    1562   319    17    13     2
   206        12SP  2    1571   301    35    37     2
   207        12SP  2    1573   352    18   152     2
   208        12SP  2    1576   319    21    47     2
   209        12SP  2    1577   337    18   206     2
   210        12SP  2    1578   283    27    54     2
   211        12SP  2    1578   301     9    10     2
   212        12SP  2    1586   318    24     5     2
   213        12SP  2    1595   318    17    15     2
   214        12SP  2    1595   351    33     6     2
   215        12SP  2    1596   338    16    18     2
   216        12SP  2    1607   318    22     5     2
   217        12SP  2    1608   283    21   260     2
   218        12SP  2    1609   299    19     7     2
   219        12SP  2    1612   337    10    10     2
   220        12SP  2    1614   283    15     8     2
   221        12SP  2    1616   318    19    19     2
   222        12SP  2    1619   282    24     5     2
   223        12SP  2    1621   340    20     6     2
   224        12SP  2    1621   351    19    17     2
   225        12SP  2    1624   282    23    45     2
   226        12SP  2    1629   282    18    36     2
   227        12SP  2    1632   336    16     5     2
   228        12SP  2    1633   299    10     3     2
   229        12SP  2    1636   282    19     4     2
   230        12SP  2    1639   351    10     7     2
   231        12SP  2    1641   316    31     4     2
   232        12SP  2    1642   282    18    10     2
   233        12SP  2    1642   299    26     7     2
   234        12SP  2    1645   336    17     4     2
   235        12SP  2    1648   282    17     5     2
   236        12SP  2    1649   299    21    42     2
   237        12SP  2    1551   350    20     5     2
   238        12SP  2    1654   299    18     5     2
   239        12SP  2    1656   336    22     5     2
   240        12SP  2    1657   281    15    12     2
   241        12SP  2    1658   316    17     4     2
   242        12SP  2    1660   350    19     4     2
   243        12SP  2    1650   299    11    41     2
   244        12SP  2    1567   281    15     7     2
   245        12SP  2    1567   298    14     7     2
   246        12SP  2    1669   317    40    50     2
   247        12SP  2    1673   335    40     6     2
   248        12SP  2    1574   280    30    10     2
   249        12SP  2    1674   298    14    14     2
   250        12SP  2    1678   315    30    14     2
   251        12SP  2    1681   280    18    31     2
   252        12SP  2    1683   298    34    11     2
   253        12SP  2    1684   315    30   135     2
   254        12SP  2    1607   280    30    12     2
   255        12SP  2    1690   336    38    75     2
   256        12SP  2    1690   316    29    90     2
   257        12SP  2    1693   352    15    97     2
   258        12SP  2    1693   298    26    20     2
   259        12SP  2    1596   315    35    28     2
   260        12SP  2    1698   281    26    65     2
   261        12SP  2    1703   297    45   140     2
   262        12SP  2    1704   335    10     5     2
   263        12SP  2    1706   349    29     6     2
   264        12SP  2    1706   315    19    60     2
   265        12SP  2    1709   357    16    20     2
   266        12SP  2    1713   335    12     6     2
   267        12SP  2    1715   280    32   155     2
   268        12SP  2    1716   296    13    11     2
   269        12SP  2    1716   315    22    35     2
   270        12SP  2    1719   357    14    12     2
   271        12SP  2    1720   335    19    48     2
   272        12SP  2    1727   357    20    87     2
   273        12SP  2    1729   280    43     9     2
   274        12SP  2    1730   314    33     9     2
   275        12SP  2    1730   335    18   105     2
   276        12SP  2    1732   296    25    55     2
   277        12SP  2    1733   355    20    21     2
   278        12SP  2    1740   334    73    30     2
   279        12SP  2    1743   356    26   120     2
   280        12SP  2    1743   295    24    14     2
   281        12SP  2    1745   279    26   122     2
   282        12SP  2    1746   314    41    26     2
   283        12SP  2    1753   356    22    55     2
   284        12SP  2    1759   295    34    82     2
   285        12SP  2    1759   314    27    10     2
   286        12SP  2    1759   334    34    40     2
   287        12SP  2    1762   279    45    11     2
   288        12SP  2    1770   355    35    74     2
   289        12SP  2    1772   279    50     6     2
   290        12SP  2    1772   334    54    12     2
   291        12SP  2    1776   295    26   165     2
   292        12SP  2    1776   313    27    30     2
   293        12SP  2    1780   279    44    10     2
   294        12SP  2    1784   312    33    33     2
   295        12SP  2    1787   294    27    47     2
   296        12SP  2    1787   332    25    17     2
   297        12SP  2    1788   354    62    27     2
   298        12SP  2    1795   313    21    11     2
   299        12SP  2    1798   278    66    12     2
   300        12SP  2    1802   294    22    80     2
   301        12SP  2    1804   333    20   177     2
   302        12SP  2    1809   354    44    15     2
   303        12SP  2    1810   294    19    61     2
   304        12SP  2    1813   312    20    25     2
   305        12SP  2    1816   278    39    61     2
   306        12SP  2    1819   293    26     9     2
   307        12SP  2    1825   353    21    36     2
   308        12SP  2    1828   278    22    77     2
   309        12SP  2    1829   313    48    42     2
   310        12SP  2    1829   332    22    11     2
   311        12SP  2    1835   293    26    30     2
   312        12SP  2    1840   277    22    45     2
   313        12SP  2    1840   312    15    20     2
   314        12SP  2    1852   331    24    10     2
   315        12SP  2    1854   353    24    35     2
   316        12SP  2    1855   312    24     6     2
   317        12SP  2    1857   276    24    59     2
   318        12SP  2    1858   293    19    14     2
   319        12SP  2    1861   312    22     8     2
   320        12SP  2    1867   276    24    35     2
   321        12SP  2    1868   292    14     7     2
   322        12SP  2    1868   312    27    12     2
   323        12SP  2    1868   331    17    67     2
   324        12SP  2    1868   354    15    60     2
   325        12SP  2    1876   276    14     6     2
   326        12SP  2    1878   292    12    36     2
   327        12SP  2    1882   311    31    33     2
   328        12SP  2    1883   353    26   182     2
   329        12SP  2    1884   276    14     7     2
   330        12SP  2    1891   345    18   170     2
   331        12SP  2    1893   331    30    64     2
   332        12SP  2    1895   292    22     3     2
   333        12SP  2    1904   276    13    32     2
   334        12SP  2    1904   292    17    30     2
   335        12SP  2    1904   345    14     6     2
   336        12SP  2    1905   311    25    65     2
   337        12SP  2    1905   330    29     6     2
   338        12SP  2    1910   330    41    27     2
   339        12SP  2    1913   292    15    55     2
   340        12SP  2    1915   311    23    75     2
   341        12SP  2    1917   330    24    65     2
   342        12SP  2    1922   275    22    48     2
   343        12SP  2    1925   311    28    10     2
   344        12SP  2    1930   329    26    55     2
   345        12SP  2    1930   344    16    14     2
   346        12SP  2    1938   343    20     5     2
   347        12SP  2    1939   275    21    66     2
   348        12SP  2    1942   310    20    24     2
   349        12SP  2    1943   291    36    36     2
   350        12SP  2    1943   343    29     6     2
   351        09SP  2    1399   685    35    15     1
   352        09SP  2    1409   686    26    15     1
   353        09SP  2    1413   676    13    15     1
   354        09SP  2    1415   662     9     6     1
   355        09SP  2    1418   647    12     4     1
   356        09SP  2    1420   688    19     5     1
   357        09SP  2    1425   661    11     5     1
   358        09SP  2    1425   624    21     7     1
   359        09SP  2    1425   674    25     7     1
   360        09SP  2    1426   648    18    25     1
   361        09SP  2    1432   620    18     5     1
   362        09SP  2    1435   688    19     9     1
   363        09SP  2    1440   636    17     7     1
   364        09SP  2    1441   621    19    27     1
   365        09SP  2    1441   661    16    35     1
   366        09SP  2    1442   649    12     5     1
   367        09SP  2    1442   575    14    42     1
   368        09SP  2    1445   686    31    38     1
   369        09SP  2    1449   520    19    20     1
   370        09SP  2    1450   662    11    36     1
   371        09SP  2    1453   675    18    21     1
   372        09SP  2    1460   686    17    34     1
   373        09SP  2    1461   643    17    15     1
   374        09SP  2    1464   660    11     7     1
   375        09SP  2    1465   620    19    36     1
   376        09SP  2    1466   675    16    26     1
   377        09SP  2    1467   539    12    19     1
   378        09SP  2    1468   685    11    28     1
   379        09SP  2    1472   653    15    15     1
   380        09SP  2    1475   640    18    47     1
   381        09SP  2    1477   673    27    45     1
   382        09SP  2    1482   684    15    15     1
   383        09SP  2    1482   620    43    23     1
   384        09SP  2    1483   639    12    18     1
   385        09SP  2    1486   654    12    13     1
   386        09SP  2    1409   673    15    32     1
   387        09SP  2    1495   654    14    23     1
   388        09SP  2    1496   621    21   120     1
   389        09SP  2    1498   565    16    14     1
   390        09SP  2    1499   642    20    92     1
   391        09SP  2    1500   687    18    22     1
   392        09SP  2    1502   652    20    22     1
   393        09SP  2    1510   653    22    91     1
   394        09SP  2    1512   685    28    26     1
   395        09SP  2    1513   621    16    42     1
   396        09SP  2    1514   672    19    52     1
   397        09SP  2    1517   639    35   141     1
   398        09SP  2    1521   621    24    84     1
   399        09SP  2    1521   667    22    78     1
   400        09SP  2    1522   681    27   102     1
   401        09SP  2    1523   653    33    17     1
   402        09SP  2    1526   666    52   181     1
   403        09SP  2    1528   621    18    21     1
   404        09SP  2    1532   639    49    97     1
   405        09SP  2    1534   667    19    94     1
   406        09SP  2    1536   682    27    23     1
   407        09SP  2    1541   553    39    30     1
   408        09SP  2    1543   678    24    68     1
   409        09SP  2    1550   667    10    22     1
   410        09SP  2    1551   679    19    51     1
   411        09SP  2    1553   641    41    85     1
   412        09SP  2    1555   622    19    37     1
   413        09SP  2    1558   680    15    23     1
   414        09SP  2    1560   655    16    49     1
   415        09SP  2    1565   641    39    20     1
   416        09SP  2    1570   680    17   252     1
   417        09SP  2    1571   668    16    19     1
   418        09SP  2    1580   643    21   117     1
   419        09SP  2    1582   655    21    13     1
   420        09SP  2    1589   669    28    38     1
   421        09SP  2    1590   622    32   118     1
   422        09SP  2    1591   654    21    11     1
   423        09SP  2    1593   680    18    34     1
   424        09SP  2    1601   643    16    21     1
   425        09SP  2    1606   668    24    27     1
   426        09SP  2    1606   621    28    90     1
   427        09SP  2    1610   654    28    15     1
   428        09SP  2    1610   682    18     8     1
   429        09SP  2    1620   667    19     9     1
   430        09SP  2    1623   621    26    32     1
   431        09SP  2    1624   653    13    18     1
   432        09SP  2    1633   680    21    57     1
   433        09SP  2    1636   619    19    40     1
   434        09SP  2    1639   541    36    72     1
   435        09SP  2    1641   668    14    16     1
   436        09SP  2    1648   679    21     4     1
   437        09SP  2    1649   630    17   135     1
   438        09SP  2    1658   619    25     8     1
   439        09SP  2    1659   666    25     7     1
   440        09SP  2    1660   639    17    18     1
   441        09SP  2    1665   652    18     7     1
   442        09SP  2    1668   634    28    36     1
   443        09SP  2    1671   680    14     7     1
   444        09SP  2    1673   619    19    48     1
   445        09SP  2    1677   651    17     5     1
   446        09SP  2    1685   631    21    35     1
   447        09SP  2    1689   652    24    58     1
   448        09SP  2    1690   678    33    37     1
   449        09SP  2    1690   618    15     5     1
   450        09SP  2    1691   665    22    24     1
   451        09SP  2    1701   633    31     7     1
   452        09SP  2    1702   662    27   325     1
   453        09SP  2    1704   650    35     6     1
   454        09SP  2    1709   618    30    32     1
   455        09SP  2    1712   675    17    11     1
   456        09SP  2    1717   662    20     4     1
   457        09SP  2    1724   649    23    72     1
   458        09SP  2    1726   632    31   106     1
   459        09SP  2    1727   672    16     7     1
   460        09SP  2    1728   618    43    17     1
   461        09SP  2    1734   664    16     7     1
   462        09SP  2    1739   649    11    11     1
   463        09SP  2    1739   673    18     5     1
   464        09SP  2    1751   618    20    62     1
   465        09SP  2    1756   664    12     4     1
   466        09SP  2    1756   638    15    20     1
   467        09SP  2    1764   648    10     4     1
   468        09SP  2    1754   677    19     5     1
   469        09SP  2    1768   617    31   172     1
   470        09SP  2    1769   663    15     9     1
   471        09SP  2    1773   637    24     4     1
   472        09SP  2    1783   617    34    16     1
   473        09SP  2    1789   651     9     6     1
   474        09SP  2    1793   679     9     5     1
   475        09SP  2    1794   662    12     3     1
   476        09SP  2    1795   635    35    15     1
   477        09SP  2    1797   617    15    92     1
   478        09SP  2    1803   650    30     4     1
   479        09SP  2    1804   680    10     4     1
   480        09SP  2    1806   635    15   198     1
   481        09SP  2    1814   617    33     4     1
   482        09SP  2    1820   633    49    12     1
   483        09SP  2    1827   678    21     4     1
   484        09SP  2    1828   616    30     7     1
   485        09SP  2    1830   650    23    87     1
   486        09SP  2    1830   668    22    17     1
   487        09SP  2    1831   531    37     5     1
   488        09SP  2    1841   650    30    15     1
   489        09SP  2    1842   667    27     9     1
   490        09SP  2    1847   616    26    17     1
   491        09SP  2    1847   630    23    10     1
   492        09SP  2    1850   676    27    84     1
   493        09SP  2    1863   650    20     5     1
   494        09SP  2    1863   632    20     5     1
   495        09SP  2    1865   610    29    87     1
   496        09SP  2    1865   665    26    10     1
   497        09SP  2    1869   678    49     7     1
   498        09SP  2    1876   665    14     7     1
   499        09SP  2    1878   631    18    10     1
   500        09SP  2    1878   650    19    90     1
   501        09SP  2    1880   616    24    48     1
   502        09SP  2    1891   650    15    14     1
   503        09SP  2    1891   615    22    12     1
   504        09SP  2    1896   579    28   115     1
   505        09SP  2    1896   664    38    28     1
   506        09SP  2    1903   649    22    58     1
   507        09SP  2    1905   636    19    16     1
   508        09SP  2    1908   662    31    65     1
   509        09SP  2    1910   679    11    11     1
   510        09SP  2    1911   614    33    78     1
   511        09SP  2    1915   650    18    11     1
   512        09SP  2    1918   651    23   128     1
   513        09SP  2    1928   637    26    28     1
   514        09SP  2    1929   678    24    22     1
   515        09SP  2    1930   614    22    52     1
   516        09SP  2    1932   652    14    20     1
   517        09SP  2    1936   651    19    42     1
   518        09SP  2    1939   634    16   167     1
   519        09SP  2    1940   624    36    77     1
   520        09SP  2    1941   613    20     8     1
   521        09SP  2    1943   678    36    36     1
   522        09SP  2    1944   652    16    86     1
   523        09SP  2    1951   614    18    12     1
   524        09SP  2    1954   676    13   108     1
   525        09SP  2    1958   662    45   132     1
   526        09SP  2    1961   614    48     5     1
   527        09SP  2    1962   633    20    12     1
   528        09SP  2    1964   676    22   109     1
   529        09SP  2    1965   652    15    62     1
   530        08SP  2    1357   725    11    14     1
   531        08SP  2    1384   743     4     3     1
   532        08SP  2    1389   724     8     4     1
   533        08SP  2    1406   724    10     6     1
   534        08SP  2    1410   743     7     4     1
   535        08SP  2    1414   759    12    10     1
   536        08SP  2    1435   743    30    98     1
   537        08SP  2    1435   757    11    15     1
   538        08SP  2    1438   734    19     6     1
   539        08SP  2    1448   774    12    10     1
   540        08SP  2    1458   774    14    27     1
   541        08SP  2    1451   754    13   321     1
   542        08SP  2    1468   721    14     6     1
   543        08SP  2    1469   739    12    17     1
   544        08SP  2    1469   795     9   130     1
   545        08SP  2    1469   731    15    19     1
   546        08SP  2    1472   721    17    72     1
   547        08SP  2    1474   731    14    40     1
   548        08SP  2    1475   743     9    13     1
   549        08SP  2    1476   757    22   115     1
   550        08SP  2    1481   722    19    32     1
   551        08SP  2    1483   742    12   102     1
   552        08SP  2    1485   795    10   107     1
   553        08SP  2    1489   757    26    42     1
   554        08SP  2    1489   742    18    25     1
   555        08SP  2    1489   722    23    68     1
   556        08SP  2    1491   784    14    70     1
   557        08SP  2    1494   758    33    36     1
   558        08SP  2    1495   722    15   126     1
   559        08SP  2    1496   743    23   240     1
   560        08SP  2    1500   743    18    21     1
   561        08SP  2    1501   771    14    98     1
   562        08SP  2    1504   741    22    91     1
   563        08SP  2    1510   723    42    18     1
   564        08SP  2    1512   783    15   110     1
   565        08SP  2    1512   771    20   266     1
   566        08SP  2    1514   767    14    17     1
   567        08SP  2    1518   767    15   258     1
   568        08SP  2    1518   747    16    10     1
   569        08SP  2    1521   794    24    40     1
   570        08SP  2    1524   783    14   183     1
   571        08SP  2    1524   746    12    30     1
   572        08SP  2    1526   767    20   572     1
   573        08SP  2    1531   767    19   295     1
   574        08SP  2    1534   795    19    58     1
   575        08SP  2    1534   754    17    74     1
   576        08SP  2    1534   723    27    15     1
   577        08SP  2    1548   784    15    85     1
   578        08SP  2    1549   730    15    11     1
   579        08SP  2    1551   751    22    24     1
   580        08SP  2    1551   765    14   128     1
   581        08SP  2    1551   773    18   132     1
   582        08SP  2    1552   791    16   117     1
   583        08SP  2    1553   779    20    80     1
   584        08SP  2    1554   785    16   269     1
   585        08SP  2    1555   796    16    56     1
   586        08SP  2    1560   732    22    52     1
   587        08SP  2    1561   766    17    41     1
   588        08SP  2    1561   751    29    37     1
   589        08SP  2    1562   780    23   247     1
   590        08SP  2    1565   791    22    80     1
   591        08SP  2    1565   796    19    54     1
   592        08SP  2    1566   773    15   277     1
   593        08SP  2    1566   755    12    47     1
   594        08SP  2    1567   784    15    50     1
   595        08SP  2    1573   797    42    40     1
   596        08SP  2    1577   721    23   205     1
   597        08SP  2    1580   796    53    47     1
   598        08SP  2    1583   765    18    87     1
   599        08SP  2    1503   769    15   515     1
   600        08SP  2    1586   744    29    28     1
   601        08SP  2    1587   705    14   116     1
   602        08SP  2    1587   801    17    42     1
   603        08SP  2    1590   766    18    35     1
   604        08SP  2    1593   721    25    47     1
   605        08SP  2    1593   785    36    95     1
   606        08SP  2    1593   770    19    28     1
   607        08SP  2    1597   745    22    97     1
   608        08SP  2    1598   803    14    67     1
   609        08SP  2    1601   769    18    60     1
   610        08SP  2    1602   784    24   115     1
   611        08SP  2    1606   769    33    60     1
   612        08SP  2    1609   720    21    86     1
   613        08SP  2    1611   739    14    96     1
   614        08SP  2    1612   770    35    46     1
   615        08SP  2    1613   801    30   121     1
   616        08SP  2    1615   743    14   100     1
   617        08SP  2    1618   782    14   163     1
   618        08SP  2    1623   744    19    50     1
   619        08SP  2    1626   719    34    33     1
   620        08SP  2    1627   753    15    72     1
   621        08SP  2    1630   783    18    21     1
   622        08SP  2    1630   744    20    46     1
   623        08SP  2    1631   754    31    22     1
   624        08SP  2    1634   720    26   204     1
   625        08SP  2    1635   744    16    21     1
   626        08SP  2    1638   762    26   140     1
   627        08SP  2    1644   720    22    42     1
   628        08SP  2    1651   763    26   145     1
   629        08SP  2    1659   764    13    14     1
   630        08SP  2    1660   719    22    28     1
   631        08SP  2    1660   749    16    76     1
   632        08SP  2    1653   768    21    94     1
   633        08SP  2    1664   720    18    17     1
   634        08SP  2    1666   725    35    97     1
   635        08SP  2    1669   720    20    94     1
   636        08SP  2    1672   721    37   127     1
   637        08SP  2    1672   788    18    27     1
   638        08SP  2    1674   758    17    52     1
   639        08SP  2    1681   739    18   132     1
   640        08SP  2    1605   722    18   222     1
   641        08SP  2    1686   772    33     5     1
   642        08SP  2    1686   801    52    43     1
   643        08SP  2    1689   753    22   178     1
   644        08SP  2    1690   740    18    60     1
   645        08SP  2    1695   722    18    25     1
   646        08SP  2    1699   741    11    63     1
   647        08SP  2    1702   753    37    23     1
   648        08SP  2    1706   801    46    11     1
   649        08SP  2    1713   721    18    53     1
   650        08SP  2    1717   780    27    14     1
   651        08SP  2    1720   753    32    10     1
   652        08SP  2    1721   735    45     8     1
   653        08SP  2    1723   721    20     7     1
   654        08SP  2    1730   722    19    31     1
   655        08SP  2    1738   735    29    55     1
   656        08SP  2    1738   793    62    72     1
   657        08SP  2    1742   721    18     7     1
   658        08SP  2    1746   781    35   465     1
   659        08SP  2    1751   793    33    53     1
   660        08SP  2    1752   734    40    14     1
   661        08SP  2    1763   757    20    13     1
   662        08SP  2    1763   720    27     4     1
   663        08SP  2    1771   777    29    23     1
   664        08SP  2    1772   790    44    26     1
   665        08SP  2    1779   720    21     7     1
   666        08SP  2    1790   736    35     5     1
   667        08SP  2    1792   756    24   104     1
   668        08SP  2    1793   773    17   114     1
   669        08SP  2    1793   791    28    15     1
   670        08SP  2    1802   738    16     5     1
   671        08SP  2    1807   774    36    11     1
   672        08SP  2    1810   756    20    52     1
   673        08SP  2    1816   788    22    41     1
   674        08SP  2    1826   772    27    72     1
   675        08SP  2    1826   719    22     7     1
   676        08SP  2    1830   756    27    29     1
   677        08SP  2    1831   737    24     5     1
   678        08SP  2    1840   773    38    12     1
   679        08SP  2    1843   719    32     4     1
   680        08SP  2    1844   738    31     5     1
   681        08SP  2    1844   755    20    36     1
   682        08SP  2    1854   789    20     5     1
   683        08SP  2    1859   754    19   577     1
   684        08SP  2    1863   776    22    33     1
   685        08SP  2    1864   718    25    86     1
   686        08SP  2    1870   737     8     6     1
   687        08SP  2    1872   755    22   198     1
   688        08SP  2    1879   736    14    12     1
   689        08SP  2    1882   792    33     9     1
   690        08SP  2    1884   719    37     7     1
   691        08SP  2    1884   766    12   180     1
   692        08SP  2    1885   740    19    45     1
   693        08SP  2    1896   741    17     5     1
   694        08SP  2    1900   781    24   117     1
   695        08SP  2    1903   753    30    15     1
   696        08SP  2    1905   719    16    10     1
